dataset,video_id,video,video_width,video_height,video_length,track,track_length,track_length_visible,presence_ratio,occlusion_percentage,number_of_occlusions,avg_occlusion_length,max_occlusion_length,min_occlusion_length,avg_speed,number_of_abrupt_motion_changes,min_scale,max_scale,avg_scale,number_of_scale_changes,avg_scale_change
BFT_TRAIN,1,Ac2002,1912,1072,79,1,79.0,79,1.0,0.0,0,0.0,0.0,0.0,0.005543137283535771,13,0.009095149253731344,0.027074193623930556,0.014525023477759766,15,0.0017030808902061946
BFT_TRAIN,1,Ac2002,1912,1072,79,2,79.0,79,1.0,0.0,0,0.0,0.0,0.0,0.004512135270052982,12,0.010081652407418972,0.032037934022356836,0.014991657539720498,10,0.0019906327110825015
BFT_TRAIN,1,Ac2002,1912,1072,79,3,79.0,79,1.0,0.0,0,0.0,0.0,0.0,0.0038368694275110146,13,0.011155486948104665,0.03054549428589271,0.017184378772152686,11,0.0012377388283878327
BFT_TRAIN,1,Ac2002,1912,1072,79,4,79.0,79,1.0,0.0,0,0.0,0.0,0.0,0.007716426262902049,12,0.008017899519140698,0.034937433647661276,0.020019601113256874,9,0.0021433656868537904
BFT_TRAIN,1,Ac2002,1912,1072,79,5,54.0,54,0.6835443037974683,0.0,0,0.0,0.0,0.0,0.01601188192119188,5,0.0023916115031536876,0.009267372603509648,0.004072980127835948,4,0.0004897811506924209
BFT_TRAIN,1,Ac2002,1912,1072,79,6,17.0,17,0.21518987341772153,0.0,0,0.0,0.0,0.0,0.011964927000176056,4,0.0011679963154936615,0.004368520889277462,0.0031460249668467904,3,0.0002953227943701993
BFT_TRAIN,1,Ac2002,1912,1072,79,7,42.0,42,0.5316455696202531,0.0,0,0.0,0.0,0.0,0.01330194364361231,4,0.0019393422531693,0.0045861175295072755,0.00327303355458214,6,0.0002425025665122698
BFT_TRAIN,1,Ac2002,1912,1072,79,8,15.0,15,0.189873417721519,0.0,0,0.0,0.0,0.0,0.012562126185784337,2,0.007428046743271092,0.012699642477986635,0.010437613189283707,3,0.0012615308097884755
BFT_TRAIN,2,Ac4001,1920,1080,208,9,162.0,157,0.7788461538461539,3.0864197530864197,1,5.0,5.0,5.0,0.006320525284252409,5,0.009417920524691358,0.0715354938271605,0.028264217558189822,10,0.001710644438509022
BFT_TRAIN,2,Ac4001,1920,1080,208,10,168.0,168,0.8076923076923077,0.0,0,0.0,0.0,0.0,0.004730861318558408,13,0.01,0.09398051697530864,0.041654705067791,13,0.002466565711170253
BFT_TRAIN,2,Ac4001,1920,1080,208,11,24.0,24,0.11538461538461539,0.0,0,0.0,0.0,0.0,0.007360709504587981,6,0.0008246527777777778,0.002785011574074074,0.002414721579218107,2,0.00013813405797101445
BFT_TRAIN,2,Ac4001,1920,1080,208,12,75.0,75,0.3605769230769231,0.0,0,0.0,0.0,0.0,0.007440682247395772,14,0.0005671296296296297,0.0025173611111111113,0.002084355709876543,4,7.592227644310975e-05
BFT_TRAIN,2,Ac4001,1920,1080,208,13,17.0,17,0.08173076923076923,0.0,0,0.0,0.0,0.0,0.006455484012390824,4,0.0016415895061728395,0.0037717013888888887,0.0033495029956427014,1,0.00019449869791666677
BFT_TRAIN,2,Ac4001,1920,1080,208,14,208.0,208,1.0,0.0,0,0.0,0.0,0.0,0.007796936371916502,25,0.0109375,0.37614101080246914,0.09528555179027184,12,0.0055839549039780525
BFT_TRAIN,3,An1001,1912,1080,67,15,67.0,67,1.0,0.0,0,0.0,0.0,0.0,0.016992313242193812,13,0.012160041841004185,0.041076824732682475,0.025098429863698705,11,0.004233290600096736
BFT_TRAIN,3,An1001,1912,1080,67,16,67.0,55,1.0,17.91044776119403,9,1.3333333333333333,2.0,1.0,0.012159110533212206,6,0.0008498953974895398,0.0025685727568572755,0.001337961201977938,9,0.0002449872582950221
BFT_TRAIN,3,An1001,1912,1080,67,17,67.0,67,1.0,0.0,0,0.0,0.0,0.0,0.01110950915401037,13,0.0006014644351464435,0.003123547187354719,0.001741900677921411,11,0.0003189437377024546
BFT_TRAIN,4,An1004,1912,1080,192,18,192.0,192,1.0,0.0,0,0.0,0.0,0.0,0.004283392698202831,23,0.0009191461335812801,0.09700381605454828,0.02346037675467483,21,0.001243511277274339
BFT_TRAIN,4,An1004,1912,1080,192,19,192.0,192,1.0,0.0,0,0.0,0.0,0.0,0.005895771228104932,17,0.0006711994421199442,0.056828219432821944,0.010057093014715378,15,0.0010691281217470182
BFT_TRAIN,4,An1004,1912,1080,192,20,192.0,192,1.0,0.0,0,0.0,0.0,0.0,0.0063552312952171,17,0.0005317294281729428,0.067704943437161,0.011276113802850096,21,0.001126545914356162
BFT_TRAIN,4,An1004,1912,1080,192,21,192.0,150,1.0,21.875,1,42.0,42.0,42.0,0.007220526172281509,2,0.0006668410041841004,0.02701166124283279,0.003794262358592902,17,0.00041114597861459785
BFT_TRAIN,5,An1005,1912,1080,206,22,206.0,206,1.0,0.0,0,0.0,0.0,0.0,0.01488105023892992,34,0.04736750348675035,0.22660390516039053,0.1065236812222508,30,0.0136569302234166
BFT_TRAIN,5,An1005,1912,1080,206,23,206.0,206,1.0,0.0,0,0.0,0.0,0.0,0.007654415710274243,6,0.014191073919107391,0.05177824267782427,0.02662147055858718,30,0.0033822612284700256
BFT_TRAIN,5,An1005,1912,1080,206,24,206.0,206,1.0,0.0,0,0.0,0.0,0.0,0.009864806135822383,36,0.015457926545792654,0.07585134821013483,0.038041553544750015,28,0.0056979855276237555
BFT_TRAIN,5,An1005,1912,1080,206,25,206.0,206,1.0,0.0,0,0.0,0.0,0.0,0.015597908702055099,24,0.10528242677824268,0.34701011157601114,0.21633304869489467,18,0.01620556519372725
BFT_TRAIN,6,An1007,1912,1080,169,26,168.0,168,0.9940828402366864,0.0,0,0.0,0.0,0.0,0.01503171798370024,31,0.015203684332868433,0.07310553231055324,0.03421165658460812,25,0.008262334002381104
BFT_TRAIN,6,An1007,1912,1080,169,27,169.0,80,1.0,52.662721893491124,1,89.0,89.0,89.0,0.009982000628896096,15,0.0038920850767085076,0.024590306834030684,0.012245576185495119,13,0.002953500677734034
BFT_TRAIN,6,An1007,1912,1080,169,28,133.0,133,0.7869822485207101,0.0,0,0.0,0.0,0.0,0.03882781711437035,21,0.04708033085386642,0.36474992251665894,0.16628695096061866,17,0.04540801876270844
BFT_TRAIN,7,An1008,1912,1080,115,29,82.0,77,0.7130434782608696,6.097560975609756,2,2.5,3.0,2.0,0.014019233931655713,4,0.0011273826127382613,0.033410816674415,0.013046370760805908,11,0.0032617555482150284
BFT_TRAIN,7,An1008,1912,1080,115,30,115.0,115,1.0,0.0,0,0.0,0.0,0.0,0.007048488664315482,18,0.0012160041841004184,0.030696962653029597,0.012186988357285792,15,0.0010272150040372898
BFT_TRAIN,7,An1008,1912,1080,115,31,115.0,115,1.0,0.0,0,0.0,0.0,0.0,0.013934045658361094,19,0.0034576940957694096,0.12608960948396095,0.047737823324506955,13,0.006067752724830828
BFT_TRAIN,7,An1008,1912,1080,115,32,115.0,115,1.0,0.0,0,0.0,0.0,0.0,0.011301064077969615,18,0.0018644428947776229,0.06778678521617852,0.027056538414892972,16,0.0026272969732560134
